"FIPS","AreaName","AgeNumber","Age","Total_In2015to2020","Male_In2015to2020","Female_In2015to2020","Total_Out2015to2020","Male_Out2015to2020","Female_Out2015to2020","Total_Net2015to2020","Male_Net2015to2020","Female_Net2015to2020","Total_In2010to2015","Male_In2010to2015","Female_In2010to2015","Total_Out2010to2015","Male_Out2010to2015","Female_Out2010to2015","Total_Net2010to2015","Male_Net2010to2015","Female_Net2010to2015","Total_In2005to2010","Male_In2005to2010","Female_In2005to2010","Total_Out2005to2010","Male_Out2005to2010","Female_Out2005to2010","Total_Net2005to2010","Male_Net2005to2010","Female_Net2005to2010","Total_In2000to2005","Male_In2000to2005","Female_In2000to2005","Total_Out2000to2005","Male_Out2000to2005","Female_Out2000to2005","Total_Net2000to2005","Male_Net2000to2005","Female_Net2000to2005","Total_In1995to2000","Male_In1995to2000","Female_In1995to2000","Total_Out1995to2000","Male_Out1995to2000","Female_Out1995to2000","Total_Net1995to2000","Male_Net1995to2000","Female_Net1995to2000","Total_In1990to1995","Male_In1990to1995","Female_In1990to1995","Total_Out1990to1995","Male_Out1990to1995","Female_Out1990to1995","Total_Net1990to1995","Male_Net1990to1995","Female_Net1990to1995","Total_In1985to1990","Male_In1985to1990","Female_In1985to1990","Total_Out1985to1990","Male_Out1985to1990","Female_Out1985to1990","Total_Net1985to1990","Male_Net1985to1990","Female_Net1985to1990"
"090","Fairbanks North Star Borough",15,"70-74",79,43,36,130,70,60,-51,-27,-24,49,25,24,86,50,36,-37,-25,-12,44,25,19,55,31,24,-11,-6,-5,38,18,20,51,28,23,-13,-10,-3,37,17,20,43,23,20,-6,-6,0,35,15,20,39,21,18,-4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",16,"75-79",49,26,23,69,35,34,-20,-9,-11,30,13,17,45,21,24,-15,-8,-7,31,14,17,33,16,17,-2,-2,0,25,10,15,22,13,9,3,-3,6,25,11,14,34,19,15,-9,-8,-1,23,10,13,21,11,10,2,-1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",17,"80-84",24,11,13,38,21,17,-14,-10,-4,26,11,15,31,11,20,-5,0,-5,24,10,14,22,10,12,2,0,2,25,10,15,23,10,13,2,0,2,22,7,15,12,5,7,10,2,8,15,6,9,14,8,6,1,-2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",18,"85-89",15,6,9,24,11,13,-9,-5,-4,15,7,8,21,12,9,-6,-5,-1,16,6,10,11,4,7,5,2,3,12,3,9,15,5,10,-3,-2,-1,12,3,9,7,2,5,5,1,4,8,3,5,9,4,5,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",19,"90+",15,6,9,22,9,13,-7,-3,-4,12,4,8,11,3,8,1,1,0,11,3,8,9,3,6,2,0,2,7,3,4,8,6,2,-1,-3,2,5,1,4,8,4,4,-3,-3,0,4,0,4,4,1,3,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",0,"Total",205,107,98,211,114,97,-6,-7,1,202,108,94,208,111,97,-6,-3,-3,236,124,112,196,106,90,40,18,22,225,124,101,244,130,114,-19,-6,-13,277,150,127,263,137,126,14,13,1,350,188,162,334,182,152,16,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",1,"0-4",18,9,9,14,7,7,4,2,2,14,7,7,13,8,5,1,-1,2,15,5,10,11,6,5,4,-1,5,21,12,9,14,8,6,7,4,3,17,8,9,20,11,9,-3,-3,0,36,21,15,34,19,15,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",2,"5-9",12,6,6,10,6,4,2,0,2,10,5,5,9,4,5,1,1,0,14,7,7,10,4,6,4,3,1,13,7,6,14,7,7,-1,0,-1,19,11,8,13,5,8,6,6,0,29,14,15,28,14,14,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",3,"10-14",10,6,4,9,4,5,1,2,-1,12,6,6,12,6,6,0,0,0,13,6,7,10,5,5,3,1,2,13,7,6,14,7,7,-1,0,-1,23,11,12,16,8,8,7,3,4,29,15,14,21,10,11,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",4,"15-19",9,4,5,13,7,6,-4,-3,-1,8,6,2,13,6,7,-5,0,-5,11,6,5,14,8,6,-3,-2,-1,11,7,4,23,14,9,-12,-7,-5,18,10,8,30,14,16,-12,-4,-8,25,14,11,27,15,12,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",5,"20-24",14,6,8,18,9,9,-4,-3,-1,15,7,8,22,11,11,-7,-4,-3,16,8,8,20,10,10,-4,-2,-2,19,8,11,33,17,16,-14,-9,-5,26,14,12,35,19,16,-9,-5,-4,29,14,15,38,21,17,-9,-7,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",6,"25-29",19,9,10,16,8,8,3,1,2,20,10,10,16,8,8,4,2,2,19,9,10,14,7,7,5,2,3,23,11,12,25,12,13,-2,-1,-1,26,14,12,21,12,9,5,2,3,34,19,15,30,15,15,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",7,"30-34",22,11,11,18,9,9,4,2,2,19,10,9,13,6,7,6,4,2,21,10,11,12,8,4,9,2,7,19,11,8,15,8,7,4,3,1,30,17,13,22,11,11,8,6,2,35,16,19,30,16,14,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",8,"35-39",16,8,8,15,8,7,1,0,1,15,9,6,16,9,7,-1,0,-1,23,13,10,14,8,6,9,5,4,20,10,10,16,8,8,4,2,2,26,15,11,22,14,8,4,1,3,39,21,18,33,19,14,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",9,"40-44",13,7,6,11,8,3,2,-1,3,14,8,6,16,9,7,-2,-1,-1,16,10,6,16,9,7,0,1,-1,18,12,6,18,10,8,0,2,-2,25,14,11,23,11,12,2,3,-1,30,16,14,29,15,14,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",10,"45-49",12,7,5,12,7,5,0,0,0,18,11,7,15,10,5,3,1,2,23,14,9,13,8,5,10,6,4,19,11,8,19,11,8,0,0,0,23,13,10,21,12,9,2,1,1,25,15,10,21,14,7,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",11,"50-54",13,7,6,13,8,5,0,-1,1,14,8,6,13,8,5,1,0,1,20,10,10,17,9,8,3,1,2,18,10,8,17,9,8,1,1,0,18,9,9,13,7,6,5,2,3,14,8,6,13,7,6,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",12,"55-59",12,7,5,13,6,7,-1,1,-2,12,6,6,16,9,7,-4,-3,-1,17,10,7,16,9,7,1,1,0,13,7,6,14,7,7,-1,0,-1,8,4,4,9,5,4,-1,-1,0,8,5,3,11,6,5,-3,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",13,"60-64",14,8,6,14,7,7,0,1,-1,12,5,7,13,7,6,-1,-2,1,13,7,6,11,6,5,2,1,1,8,5,3,7,4,3,1,1,0,5,2,3,4,2,2,1,0,1,6,3,3,6,4,2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",14,"65-69",10,6,4,13,7,6,-3,-1,-2,10,6,4,9,4,5,1,2,-1,8,5,3,6,4,2,2,1,1,4,3,1,5,3,2,-1,0,-1,5,3,2,4,2,2,1,1,0,8,5,3,3,2,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",15,"70-74",5,4,1,9,5,4,-4,-1,-3,3,2,1,6,3,3,-3,-1,-2,4,2,2,3,1,2,1,1,0,3,2,1,4,2,2,-1,0,-1,4,3,1,5,3,2,-1,0,-1,2,1,1,5,4,1,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",16,"75-79",2,1,1,6,4,2,-4,-3,-1,2,1,1,3,2,1,-1,-1,0,2,1,1,4,2,2,-2,-1,-1,2,1,1,3,2,1,-1,-1,0,2,1,1,1,0,1,1,1,0,1,1,0,3,1,2,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",17,"80-84",1,0,1,3,2,1,-2,-2,0,1,0,1,1,0,1,0,0,0,1,1,0,2,1,1,-1,0,-1,0,0,0,2,1,1,-2,-1,-1,2,1,1,3,1,2,-1,0,-1,0,0,0,1,0,1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",18,"85-89",2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,1,1,-2,-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Haines Borough",19,"90+",1,0,1,2,1,1,-1,-1,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",0,"Total",174,92,82,203,112,91,-29,-20,-9,211,118,93,213,125,88,-2,-7,5,204,114,90,227,121,106,-23,-7,-16,234,132,102,307,172,135,-73,-40,-33,300,172,128,381,201,180,-81,-29,-52,334,190,144,339,194,145,-5,-4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",1,"0-4",12,6,6,12,5,7,0,1,-1,20,9,11,16,11,5,4,-2,6,18,7,11,18,9,9,0,-2,2,14,8,6,20,9,11,-6,-1,-5,20,13,7,27,12,15,-7,1,-8,39,19,20,34,17,17,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",2,"5-9",11,6,5,11,7,4,0,-1,1,11,6,5,11,5,6,0,1,-1,14,7,7,15,7,8,-1,0,-1,15,6,9,17,7,10,-2,-1,-1,23,11,12,28,13,15,-5,-2,-3,28,18,10,31,16,15,-3,2,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",3,"10-14",10,4,6,11,5,6,-1,-1,0,14,8,6,11,6,5,3,2,1,9,4,5,10,6,4,-1,-2,1,12,6,6,18,9,9,-6,-3,-3,22,12,10,29,16,13,-7,-4,-3,25,14,11,24,14,10,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",4,"15-19",10,5,5,14,7,7,-4,-2,-2,11,7,4,15,10,5,-4,-3,-1,10,5,5,17,8,9,-7,-3,-4,19,10,9,27,15,12,-8,-5,-3,23,13,10,44,19,25,-21,-6,-15,18,9,9,29,14,15,-11,-5,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",5,"20-24",13,7,6,18,10,8,-5,-3,-2,16,9,7,25,13,12,-9,-4,-5,25,14,11,31,14,17,-6,0,-6,24,12,12,41,21,20,-17,-9,-8,23,10,13,46,22,24,-23,-12,-11,31,18,13,36,20,16,-5,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",6,"25-29",14,8,6,17,10,7,-3,-2,-1,22,11,11,21,12,9,1,-1,2,18,10,8,20,11,9,-2,-1,-1,20,11,9,19,11,8,1,0,1,30,17,13,28,16,12,2,1,1,31,18,13,30,18,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",7,"30-34",16,9,7,16,9,7,0,0,0,13,8,5,16,9,7,-3,-1,-2,17,10,7,15,8,7,2,2,0,17,11,6,22,14,8,-5,-3,-2,28,16,12,28,18,10,0,-2,2,41,25,16,38,26,12,3,-1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",8,"35-39",13,7,6,11,7,4,2,0,2,14,7,7,8,5,3,6,2,4,10,6,4,13,8,5,-3,-2,-1,18,11,7,22,14,8,-4,-3,-1,30,19,11,42,24,18,-12,-5,-7,33,19,14,32,18,14,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",9,"40-44",9,4,5,12,7,5,-3,-3,0,13,9,4,13,7,6,0,2,-2,16,10,6,14,9,5,2,1,1,23,13,10,25,14,11,-2,-1,-1,26,15,11,31,18,13,-5,-3,-2,32,18,14,26,16,10,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",10,"45-49",11,7,4,10,5,5,1,2,-1,13,7,6,11,7,4,2,0,2,14,9,5,17,9,8,-3,0,-3,25,15,10,29,18,11,-4,-3,-1,28,17,11,25,12,13,3,5,-2,22,14,8,19,10,9,3,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",11,"50-54",9,6,3,15,9,6,-6,-3,-3,16,9,7,14,10,4,2,-1,3,17,11,6,16,8,8,1,3,-2,21,13,8,23,14,9,-2,-1,-1,19,11,8,26,16,10,-7,-5,-2,12,6,6,12,7,5,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",12,"55-59",12,6,6,15,9,6,-3,-3,0,20,11,9,16,8,8,4,3,1,17,9,8,17,10,7,0,-1,1,13,9,4,18,10,8,-5,-1,-4,13,9,4,13,7,6,0,2,-2,10,6,4,10,6,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",13,"60-64",12,6,6,14,8,6,-2,-2,0,13,7,6,12,7,5,1,0,1,10,7,3,10,7,3,0,0,0,6,3,3,12,7,5,-6,-4,-2,6,4,2,6,3,3,0,1,-1,8,5,3,8,6,2,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",14,"65-69",10,4,6,10,5,5,0,-1,1,8,5,3,10,7,3,-2,-2,0,4,2,2,5,3,2,-1,-1,0,3,2,1,6,4,2,-3,-2,-1,3,2,1,4,3,1,-1,-1,0,2,1,1,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",15,"70-74",6,4,2,8,5,3,-2,-1,-1,3,2,1,6,3,3,-3,-1,-2,3,2,1,2,1,1,1,1,0,3,2,1,4,3,1,-1,-1,0,2,1,1,1,1,0,1,0,1,1,0,1,3,2,1,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",16,"75-79",4,2,2,5,2,3,-1,0,-1,3,2,1,3,2,1,0,0,0,1,1,0,2,1,1,-1,0,-1,1,0,1,2,1,1,-1,-1,0,2,1,1,1,0,1,1,1,0,1,0,1,2,1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",17,"80-84",2,1,1,3,1,2,-1,0,-1,1,1,0,2,2,0,-1,-1,0,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,1,1,-2,-1,-1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",18,"85-89",0,0,0,1,1,0,-1,-1,0,0,0,0,1,0,1,-1,0,-1,1,0,1,2,0,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Hoonah-Angoon Census Area",19,"90+",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",0,"Total",2261,1202,1059,2684,1424,1260,-423,-222,-201,2768,1474,1294,2659,1411,1248,109,63,46,2565,1367,1198,2777,1449,1328,-212,-82,-130,2671,1407,1264,2794,1482,1312,-123,-75,-48,2829,1491,1338,2722,1437,1285,107,54,53,3174,1682,1492,3163,1696,1467,11,-14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",1,"0-4",160,83,77,166,91,75,-6,-8,2,210,103,107,174,77,97,36,26,10,236,125,111,219,105,114,17,20,-3,211,104,107,217,116,101,-6,-12,6,228,110,118,200,97,103,28,13,15,291,146,145,284,136,148,7,10,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",2,"5-9",134,67,67,144,69,75,-10,-2,-8,159,78,81,149,73,76,10,5,5,166,82,84,162,81,81,4,1,3,182,93,89,174,86,88,8,7,1,215,109,106,192,97,95,23,12,11,245,127,118,235,128,107,10,-1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",3,"10-14",114,55,59,121,58,63,-7,-3,-4,133,67,66,127,67,60,6,0,6,132,71,61,136,67,69,-4,4,-8,176,95,81,167,85,82,9,10,-1,191,102,89,188,100,88,3,2,1,217,109,108,223,117,106,-6,-8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",4,"15-19",122,63,59,172,94,78,-50,-31,-19,176,88,88,178,91,87,-2,-3,1,158,79,79,204,102,102,-46,-23,-23,174,92,82,209,107,102,-35,-15,-20,193,95,98,216,106,110,-23,-11,-12,201,97,104,237,121,116,-36,-24,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",5,"20-24",221,112,109,287,142,145,-66,-30,-36,328,164,164,343,181,162,-15,-17,2,326,161,165,385,203,182,-59,-42,-17,351,180,171,384,201,183,-33,-21,-12,306,159,147,315,169,146,-9,-10,1,337,176,161,348,180,168,-11,-4,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",6,"25-29",305,159,146,304,162,142,1,-3,4,413,216,197,307,163,144,106,53,53,349,185,164,322,171,151,27,14,13,310,164,146,279,149,130,31,15,16,361,192,169,276,147,129,85,45,40,418,233,185,344,192,152,74,41,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",7,"30-34",268,143,125,273,142,131,-5,1,-6,306,171,135,246,137,109,60,34,26,240,137,103,224,121,103,16,16,0,273,145,128,232,125,107,41,20,21,304,167,137,245,139,106,59,28,31,388,209,179,333,186,147,55,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",8,"35-39",210,116,94,224,129,95,-14,-13,-1,221,124,97,185,105,80,36,19,17,193,107,86,194,107,87,-1,0,-1,230,130,100,219,126,93,11,4,7,306,172,134,253,141,112,53,31,22,323,177,146,315,177,138,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",9,"40-44",152,91,61,157,90,67,-5,1,-6,184,109,75,174,103,71,10,6,4,179,102,77,180,99,81,-1,3,-4,206,115,91,207,111,96,-1,4,-5,229,125,104,230,123,107,-1,2,-3,288,156,132,277,153,124,11,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",10,"45-49",123,74,49,150,86,64,-27,-12,-15,172,100,72,154,91,63,18,9,9,174,99,75,176,94,82,-2,5,-7,186,100,86,202,109,93,-16,-9,-7,184,103,81,193,97,96,-9,6,-15,179,101,78,195,106,89,-16,-5,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",11,"50-54",123,68,55,150,85,65,-27,-17,-10,155,87,68,161,87,74,-6,0,-6,146,79,67,180,94,86,-34,-15,-19,144,77,67,173,92,81,-29,-15,-14,131,68,63,157,83,74,-26,-15,-11,110,60,50,136,71,65,-26,-11,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",12,"55-59",116,63,53,150,79,71,-34,-16,-18,130,73,57,166,84,82,-36,-11,-25,105,58,47,156,80,76,-51,-22,-29,95,49,46,146,77,69,-51,-28,-23,78,44,34,118,65,53,-40,-21,-19,63,35,28,94,55,39,-31,-20,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",13,"60-64",80,43,37,143,79,64,-63,-36,-27,82,46,36,131,70,61,-49,-24,-25,67,39,28,111,62,49,-44,-23,-21,54,28,26,78,46,32,-24,-18,-6,37,22,15,60,34,26,-23,-12,-11,34,21,13,52,31,21,-18,-10,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",14,"65-69",53,29,24,108,55,53,-55,-26,-29,42,24,18,82,43,39,-40,-19,-21,35,20,15,50,28,22,-15,-8,-7,30,15,15,43,22,21,-13,-7,-6,21,10,11,29,16,13,-8,-6,-2,28,15,13,35,17,18,-7,-2,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",15,"70-74",36,18,18,61,32,29,-25,-14,-11,19,9,10,37,18,19,-18,-9,-9,21,10,11,32,17,15,-11,-7,-4,17,7,10,22,10,12,-5,-3,-2,15,5,10,14,8,6,1,-3,4,20,9,11,22,10,12,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",16,"75-79",17,8,9,28,12,16,-11,-4,-7,15,7,8,19,12,7,-4,-5,1,15,6,9,17,8,9,-2,-2,0,13,6,7,17,9,8,-4,-3,-1,13,4,9,17,8,9,-4,-4,0,13,5,8,17,7,10,-4,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",17,"80-84",13,5,8,18,7,11,-5,-2,-3,10,3,7,11,3,8,-1,0,-1,9,3,6,14,4,10,-5,-1,-4,10,4,6,14,7,7,-4,-3,-1,9,2,7,12,3,9,-3,-1,-2,10,4,6,9,4,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",18,"85-89",8,3,5,14,6,8,-6,-3,-3,8,3,5,9,4,5,-1,-1,0,8,2,6,9,5,4,-1,-3,2,6,2,4,6,1,5,0,1,-1,6,2,4,3,2,1,3,0,3,5,1,4,5,4,1,0,-3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Juneau City and Borough",19,"90+",6,2,4,14,6,8,-8,-4,-4,5,2,3,6,2,4,-1,0,-1,6,2,4,6,1,5,0,1,-1,3,1,2,5,3,2,-2,-2,0,2,0,2,4,2,2,-2,-2,0,4,1,3,2,1,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",0,"Total",4365,2340,2025,4356,2348,2008,9,-8,17,4689,2532,2157,4609,2477,2132,80,55,25,4436,2408,2028,3968,2129,1839,468,279,189,4303,2305,1998,4251,2298,1953,52,7,45,4615,2500,2115,4240,2311,1929,375,189,186,5223,2834,2389,4790,2653,2137,433,181,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",1,"0-4",338,173,165,305,155,150,33,18,15,404,207,197,348,173,175,56,34,22,368,195,173,270,143,127,98,52,46,380,195,185,305,149,156,75,46,29,389,204,185,357,186,171,32,18,14,551,267,284,419,211,208,132,56,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",2,"5-9",272,140,132,241,125,116,31,15,16,328,166,162,273,138,135,55,28,27,291,152,139,236,124,112,55,28,27,302,152,150,264,137,127,38,15,23,388,199,189,302,154,148,86,45,41,458,238,220,383,195,188,75,43,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",3,"10-14",246,127,119,226,119,107,20,8,12,255,132,123,223,117,106,32,15,17,257,131,126,217,105,112,40,26,14,294,147,147,257,133,124,37,14,23,362,185,177,293,146,147,69,39,30,399,204,195,322,166,156,77,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",4,"15-19",227,121,106,296,149,147,-69,-28,-41,256,128,128,318,160,158,-62,-32,-30,270,136,134,338,167,171,-68,-31,-37,283,153,130,401,193,208,-118,-40,-78,297,161,136,406,207,199,-109,-46,-63,331,179,152,393,195,198,-62,-16,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",5,"20-24",378,201,177,530,281,249,-152,-80,-72,497,264,233,627,330,297,-130,-66,-64,478,256,222,599,319,280,-121,-63,-58,453,250,203,661,366,295,-208,-116,-92,404,219,185,572,318,254,-168,-99,-69,488,263,225,599,326,273,-111,-63,-48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",6,"25-29",488,255,233,450,248,202,38,7,31,556,308,248,512,290,222,44,18,26,485,261,224,403,232,171,82,29,53,428,234,194,371,216,155,57,18,39,471,258,213,405,235,170,66,23,43,552,304,248,466,275,191,86,29,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",7,"30-34",434,239,195,375,216,159,59,23,36,463,258,205,371,209,162,92,49,43,365,201,164,286,156,130,79,45,34,375,207,168,317,182,135,58,25,33,436,245,191,334,188,146,102,57,45,609,340,269,501,285,216,108,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",8,"35-39",358,199,159,311,177,134,47,22,25,337,191,146,295,166,129,42,25,17,314,181,133,252,140,112,62,41,21,330,182,148,274,161,113,56,21,35,448,245,203,365,207,158,83,38,45,556,317,239,473,279,194,83,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",9,"40-44",276,159,117,262,147,115,14,12,2,282,164,118,251,143,108,31,21,10,296,174,122,238,135,103,58,39,19,346,193,153,307,171,136,39,22,17,410,231,179,352,196,156,58,35,23,434,257,177,376,227,149,58,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",10,"45-49",242,133,109,233,130,103,9,3,6,279,165,114,275,157,118,4,8,-4,311,173,138,263,147,116,48,26,22,300,163,137,299,159,140,1,4,-3,320,183,137,297,172,125,23,11,12,281,165,116,274,164,110,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",11,"50-54",243,137,106,223,128,95,20,9,11,288,157,131,280,152,128,8,5,3,295,160,135,257,137,120,38,23,15,262,139,123,263,148,115,-1,-9,8,238,129,109,210,114,96,28,15,13,201,109,92,210,119,91,-9,-10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",12,"55-59",248,128,120,248,130,118,0,-2,2,261,139,122,264,139,125,-3,0,-3,255,144,111,232,129,103,23,15,8,197,110,87,201,112,89,-4,-2,-2,167,95,72,138,79,59,29,16,13,120,67,53,135,78,57,-15,-11,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",13,"60-64",234,125,109,226,117,109,8,8,0,207,113,94,229,122,107,-22,-9,-13,182,102,80,146,78,68,36,24,12,145,77,68,121,65,56,24,12,12,108,59,49,91,51,40,17,8,9,87,49,38,100,58,42,-13,-9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Kenai Peninsula Borough",14,"65-69",175,99,76,186,99,87,-11,0,-11,128,73,55,143,79,64,-15,-6,-9,111,65,46,95,51,44,16,14,2,79,44,35,71,37,34,8,7,1,71,40,31,51,28,23,20,12,8,71,36,35,61,38,23,10,-2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
